document_id,filename,chunk_id,content,page_range,element_types,char_count,created_at
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,89,"But the mere 
fact  that  what  was  once  a  common  way  of  arguing  is  now  no 
longer  a  common  way,  or  at  least  a  significantly  less  common 
way,  of  arguing,  or  vice  versa,  should  have  no  bearing  on  what 
arguments or argument schemes are as theoretical concepts we use 
to  explain  the  phenomenon  of  argumentation  through  time.
Hy-
drogen  and  helium  make  up  98%  of  the  universe.
Oxygen  and 
nitrogen  make  up  99%  of  the  earth’s  atmosphere.
Hydrogen  and 
oxygen make up 96.
5% of earth’s oceans.
Oxygen, silicon, alumi-
num,  iron,  calcium,  sodium,  potassium,  and  magnesium  make  up 
98%  of  the  earth’s  crust.",sentences_429-439,"text, paragraph",674,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,90,"Yet  despite  the  fact  that  these  elements 
are  the  most  common  elements,  we  certainly  do  not  restrict  our 
theory of the building blocks of the universe to just these elements, 
rather  our  theory  extends  to  all  the  naturally  occurring  elements, 
the  human  created  elements,  and  even  the  possible  elements  be-
yond those.
Similarly, our theory of arguments and their structures 
and  forms  should  not  be  limited  to  the  common  or  stereotypical 
cases.
After  all,  as  theorists,  we  are  interested  in  not  merely  ex-
plaining  what  commonly  happens,  but  what  does  happen,  what 
could  have  happened  but  didn’t,  what  is  unlikely  to  ever  happen 
and why, and so on.",sentences_432-442,"text, paragraph",727,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,91,"This is not to say that we should not focus the majority of our 
research  attention  on  understanding  the  most  common  ways  of 
arguing, any more than we should limit studying the properties and 
interactions  of  hydrogen,  oxygen,  and  nitrogen.
What  I  am  sug-
gesting is problematic is trying to make a theoretical category out 
of  what  is  most  common  or  stereotypical—our  theories  need  to 

566  Goddu   

© G.
Informal Logic, Vol.
4 (2021), pp.
explain  not  merely  what  is  common  or  stereotypical,  but  what  is 
uncommon  and  why  and  what  is  merely  possible  and  why  and 
perhaps even what is impossible.",sentences_437-447,"text, paragraph",647,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,92,"Secondly, even if we force our theory to have a category that is 
“the forms of common or stereotypical arguments” I still doubt the 
result will be manageable and theoretically useful simultaneously.
On the one hand, I suspect there will still be an infinite number, or 
at least an unmanageable number, of potential schemes, especially 
if one considers the schemes common to a particular discipline or 
context.
For  example,  consider  the  combinatorial  explosion  of 
such  elements  of  reasoning  as:  ‘x  struck  y,’  ‘x  slapped  y,’  ‘x 
punched y,’ ‘ x spit at y,’ ‘x bit y,’ ‘x kicked y,’ ‘x threw x’s shoe at 
y,’ etc.",sentences_440-450,"text, paragraph",667,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,93,", so ‘x ought to be punished,’ ‘x ought to be sanctioned,’ ‘x 
ought to be chastised,’ ‘x ought to be shown a red card,’ ‘x ought 
to be shown a yellow card,’ ‘x has committed a foul,’ etc.
, or even 
the more general, ‘x is an expert in y’ and ‘x says z,’ ‘x wonders 
whether z,’ ‘x hypothesizes z,’ ‘x suggests z’ etc.
, so ‘we ought to 
believe z,’ ‘we ought to suspect z,’ we ought to hypothesize z,’ etc.
Add in all the common patterns of reasoning from specific scien-
tific  disciplines,  specific  games  based  on  their  specific  rules,  and 
all  the  variations  on  more  general  schemes  like  arguing  from 
authority, pity, etc.
, and we will still have an unmanageable num-
ber of schemes.",sentences_445-455,"text, paragraph",762,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,94,"We  could  try  to  solve  this  problem  by  not  just  restricting  our-
selves  to  common  reasoning  patterns,  but  general  forms  of  these 
common  reasoning  patterns.
For  example,  one  might  try  to  sub-
sume all the specific cases of the first example given above under 
the more general scheme:  
 
S29: X made contact of type Y with Z.
Contact of type Z in 
context C deserves a response of type R.
X and Z are in con-
text C, so X ought to receive response R.
While  I  suspect  a  full  review  of  treating  argument  schemes  as 
general  forms  of  common  reasoning  patterns  would  require  a 
separate paper in itself, I can here at least suggest some challenges 
facing such a proposal.
A simple theory of argument schemes  567 
 

© G.
Informal Logic, Vol.",sentences_452-462,"text, paragraph",786,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,95,"4 (2021), pp.
Firstly,  to  actually  solve  the  ‘manageability’  problem,  one 
would have to deny that all the common reasoning patterns them-
selves are schemes.
The only things that are schemes are the gen-
eral forms.
But now the theorist has the added challenge of provid-
ing a principled distinction between a mere reasoning pattern, and 
the  general  form  of  one.
This  challenge  is  especially  pressing, 
given  that  modus  ponens,  say,  is  supposed  to  be  itself  a  scheme 
and yet also looks itself to be a common reasoning pattern.",sentences_457-467,"text, paragraph",560,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,96,"Secondly, to even have a chance of making the set of schemes 
manageable, these general schemes are going to have to be pretty 
general—but then the general forms are going to be quite divorced 
from actual commonplace cases of reasoning.
For example, actual 
cases  of  reasoning  are  not  themselves  usually  instances  of  S29.
I 
justify the giving of a red card in the context of a soccer match by 
saying  that  Blue  29  punched  Red  12.
I  do  not  say  that  Blue  29 
made  contact  of  type  ‘punch’  with  Red  12  and  contact  of  type 
‘punch’  in  the  context  of  a  soccer  match  deserves  a  response  of 
type  ‘red  card’  and  Blue  29  and  Red  12  are  in  the  context  of  a 
soccer  match,  so  Blue  29  ought  to  receive  a  red  card.",sentences_461-471,"text, paragraph",785,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,97,"So,  given 
that the actual instances of arguing rarely satisfy the explicit form 
of the generalized scheme, to actually tell what type of argument is 
in play one would not only need to be able to schematize  the ar-
gument, but then generalize the resulting pattern as well in order to 
get  at  the  actual  scheme  being  instantiated.
But,  as  we  have  al-
ready seen, there are many ways to schematize a given argument, 
so it is still possible that a given argument will instantiate numer-
ous different general forms.
Thirdly,  how  general  can  the  general  form  get?
13  Every  argu-
ment has the general form ‘X, so Y,’ but that form is not theoreti-
cally useful as a scheme.",sentences_464-474,"text, paragraph",697,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,98,"I suspect that to be useful, schemes have 
to  have  at  least  one  ‘argumentative  constant’  other  than  the  illa-
tive, such as in: 
 
S30: ‘X is an expert in Z, so Y.
’   
 
  
13 See also Blair 2001 and Walton and Godden 2007 for more discussion of the 
generality issue.
568  Goddu   

© G.
Informal Logic, Vol.
4 (2021), pp.
But I suspect the number of general forms with at least one ‘argu-
mentative  constant’  other  than  the  illative  is  still  extremely  large 
(more on this in the next section).",sentences_470-480,"text, paragraph",529,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,99,"And if we need more than one 
‘argumentative constant,’ then how many do we need and why? 
Fourthly,  do  the  general  forms  need  to  build  in  context  as  I 
have done in S29 or not as in S30? On the one hand, building in 
context  makes  the  argument  scheme  appear  more  plausible  since 
one can see the connection between X’s action say and X receiving 
response R, whereas in the case of S30, there is no common varia-
ble between the premise and the conclusion, which suggests there 
are going to be many extremely bad instances of S30.",sentences_471-481,"text, paragraph",557,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,100,"But on the 
other  hand,  theorists  (a)  want  to  be  able  to  apply  schemes  across 
contexts  and  (b)  want  to  be  able  to  separate  the  argument  being 
made from the context in which it is being made, and both of these 
items  are  more  challenging,  if  not  impossible,  if  context  is  built 
into  the  scheme.
Note  also  that  arguers  usually  do  not  explicitly 
appeal  to  the  context  in  which  they  are  arguing  as  part  of  their 
argument, so once again these general forms appealing to context 
would be divorced from most actual instances of reasoning.
Again, I do not take these suggestions to prove that no way of 
limiting the class of argument schemes allowed by T1 or T2 will 
work.",sentences_474-484,"text, paragraph",725,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,101,"But the challenges of providing such a theoretically signifi-
cant and manageable set of argumentation schemes are daunting to 
say the least.
Reject (1)? 

At  several  junctures  above,  we  saw  that  holding  (1)—logical 
forms  are  a  type  of  argument  scheme—was  generating  various 
problems for the argumentation scheme theorist, such as an explo-
sion  of  the  number  of  schemes  and  schemes  with  entire  proposi-
tions  as  variables.
So  a  straightforward  solution  might  be  to  just 
reject (1).
Indeed, in presentations of earlier versions of this work, 
the  most  common  audience  response  was  to  propose  giving  up 
(1).",sentences_478-488,"text, paragraph",659,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,102,"14  The  option  considered  above  to  try  to  restrict  schemes  to 

 
14 For example, at the Ninth Conference of the International Society for the 
Study of Argumentation, 2018.
A simple theory of argument schemes  569 
 

© G.
Informal Logic, Vol.
4 (2021), pp.
‘common or stereotypical ways of arguing’ is itself an instance of 
rejecting (1).
The primary purpose of this paper is to explore the consequenc-
es of a theory of the nature of schemes that does respect (1).
If the 
consequences  are  unpalatable  enough,  one  can  certainly  try  to 
generate  a  theory  that  rejects  (1)—but  what  such  a  theory  would 
look like is not the primary concern of this paper.",sentences_485-495,"text, table",690,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,103,"For those who 
wish  to  keep  the  desiderata  of  a  theory  of  schemes  outlined  in 
section  3  and  yet  reject  (1),  I  leave  it  as  a  challenge  to  actually 
produce such a theory.
To see the scope of this challenge I finish this section with the 
following observation about a theory of the nature of schemes that 
rejects (1).
Consider: 
  S31: All X are Y and some X are Z, so some Z are Y.
and 
  S32: X said Y in domain Z and X is an expert in domain Z, so 
it is highly likely that Y.
The challenge is to come up with a principled reason to reject S31 
as a scheme, but keep S32, while at the same time respecting the 
desiderata  of  section  3.",sentences_490-500,"text, paragraph",666,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,104,"I  admit  that  I  am  hard  pressed  to  even 
imagine  what  a  principled  reason  for  keeping  S32,  but  rejecting 
S31  is  going  to  look  like,  let  alone  one  that  will  also  keep  the 
desired  outcomes  of  a  theory  of  schemes.
I  strongly  suspect  that 
several  of  the  arguments  given  in  section  4.
1,  such  as  the  likeli-
hood of there still being an infinite number of schemes even with-
out (1), will carry over to any attempt to reject (1).
And if there are 
still an infinite number of schemes (or scheme types) even without 
holding  (1),  then  many  of  the  desired  outcomes  of  a  theory  of 
schemes remain unachievable.
But perhaps one is willing to give up not just (1), but also the 
desire  for  a  general  and  complete  theory  of  schemes.",sentences_495-505,"text, paragraph",792,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,105,"In  other 
words, to give up the quest for any GT with respect to argumenta-

570  Goddu   

© G.
Informal Logic, Vol.
4 (2021), pp.
tion  schemes.
As  one  commentator  on  an  earlier  version  of  this 
work put it: “schemes are not an exhaustive classificatory system 
of arguments into their natural kinds.
Rather they supply a some-
what arbitrary, ad-hoc typification of arguments into recognizable 
commonplaces or Aristotelean Topoi.
”15 
  I have absolutely no quarrel with such a position since I strong-
ly  suspect  that  at  best  schemes,  as  commonly  understood  in  the 
literature,  are  ad-hoc  groupings  of  commonplace  or  stereotypical 
reasoning  patterns  (including  some,  but  not  all,  logical  forms).",sentences_502-512,"text, paragraph",740,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,106,"However, if one takes this route, then one should give up on trying 
to generate a complete and exhaustive taxonomy of all arguments, 
providing a mechanism for filling in any enthymeme or generating 
any argument whatsoever, or evaluating any sub-groups arguments 
on the basis of schemes.
In other words, one would have to give up 
on using the schemes to achieve the desiderata outlined in section 
3.
Note that I am not at all saying that there is no practical benefit 
from  availing  ourselves  of  such  ad-hoc  groupings.",sentences_505-515,"text, paragraph",529,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,107,"For  example, 
individuals  may  be  able  to  reason  better  or  more  efficiently  or 
faster  with  at  least  a  rudimentary  grasp  of  some  of  these  ad-hoc 
groupings  or  perhaps  some  could  use  the  groupings  as  models  in 
argument  generation  and  so  increase  the  chances  of  making  a 
cogent argument.
Navigating via the north star has practical bene-
fits; using the rule of 72 to calculate doubling time16 has practical 
benefits, but the north star is not a fundamental entity in a theory 
of navigation or spatial position and the rule of 72 is not a funda-
mental part of theory of interest rates or number theory.
Similarly, 
argument schemes on such a view would have no place in a fun-
damental theory of arguments.",sentences_508-518,"text, paragraph",749,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,108,"We should just not try to take the 
ad-hoc rough and ready groupings that may help us, say, identify a 
likely  flaw  in  a  particular  bit  of  reasoning  in  some  contexts,  and 
try  to  generalize  those  groupings  into  a  theory  applicable  to  all 
arguments and argumentation.
15 Unknown reviewer.
16 For example, at 10% annual return, we would expect our money to double in 
roughly 72/10 or 7.
A simple theory of argument schemes  571 
 

© G.
Informal Logic, Vol.
4 (2021), pp.
What  then  of  a  theory  of  schemes?  I  turn  now  to  a  modest 
proposal  that  may  mitigate  some  of  the  negative  and  skeptical 
results achieved so far.
A slight refocusing? 

T1 and T2 are both simple, elegant theories of the nature of argu-
mentation  schemes.",sentences_516-526,"text, paragraph",770,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,109,"Just  as  there  are  lots  and  lots  of  arguments 
there are lots and lots of schemes these arguments can instantiate.
Unfortunately, the sheer number of schemes makes them unwieldy 
for achieving the theoretical benefits many have hoped to gain by 
appealing to schemes.
Given that I currently see no plausible way 
of  defining  schemes  to  actually  achieve  the  desired  theoretical 
benefits,  I  choose  simplicity  and  elegance.
But  I  also  suspect  a 
slight  refocusing  might  make  us  less  worried  about  failing  to 
achieve the theoretical desiderata.",sentences_520-530,"text, paragraph",575,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,110,"What are we getting when we schematize (and generalize) rea-
soning?  Presumably  we  are  trying  to  understand  the  ‘argumenta-
tive  force’  of  whatever  is  being  left  as  the  ‘argumentative  con-
stant’ in the scheme (and how various things left as constants will 
interact  with  each  other).
A  simple  example—leaving  ‘or’  and 
‘not’  as  constants  in  ‘P  or  Q’,  ‘not  P’,  will,  given  true  premises, 
entail ‘Q’.
In other words, we gain information about how ‘or’ and 
‘not’ argumentatively interact.",sentences_523-533,"text, paragraph",563,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,111,"Similarly, leaving ‘is an expert in’ 
and  ‘testifies  that’  as  constants  in  ‘X  is  an  expert  in  Y’  and  ‘X 
testifies  that  Z’  we  can  wonder  what  conditions  need  to  hold  in 
order for something plausible to be inferable from instances of ‘X 
is  an  expert  in  Y’  and  ‘X  testifies  that  Z’  working  together.
Of 
course, if we change either one of the ‘constants,’ we can change 
the  results.
For  example,  consider  replacing  ‘testifies  that’  with 
‘asserts  that,’  or  ‘wonders  whether,’  or  ‘supposes  that,’  or  ‘hy-
pothesizes that,’ or ‘suggests that,’ etc.
So, the proposal then is to focus our attention on propositional 
functions
17 rather than argument schemes.",sentences_527-537,"text, paragraph",759,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,112,"Instead of focusing our 
attention on trying to identify arguments from expert opinion say, 
 
17 Perhaps these propositional functions are the atoms that Hoppman (2018) is 
looking  for,  though  as  it  stands  there  are  going  to  be  too  many  of  these  ‘con-
stants’ for the sort of taxonomy Hoppman desires.
572  Goddu   

© G.
Informal Logic, Vol.
4 (2021), pp.
we should focus on identifying appeals to expertise, i.
, instances 
of  the  propositional  function,  ‘X  is  an  expert  in  Z.",sentences_533-543,"text, paragraph",510,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,113,"’  Of  course, 
given  that,  as  argumentation  theorists,  we  are  presumably  ulti-
mately  interested  in  distinguishing  good  arguments  from  bad 
arguments,  we  are  likely  to  be  very  interested  in  determining  the 
argumentative  force  of  such  a  propositional  function  both  across 
various  contexts  and  in  relation  to  other  propositional  functions 
such as ‘X says Y’ or ‘X doubts that Y,’ etc.
Some combinations of 
propositional  functions  in  certain  contexts  may  be  more  likely  to 
have  good  argumentative  results,  and  so,  unsurprisingly,  we  can 
expect more instances of those combinations to appear rather than 
the combinations less likely to achieve argumentative success.",sentences_535-545,"text, paragraph",738,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,114,"But 
to  understand  the  ‘argumentative  force’  of  ‘is  an  expert  in’  we 
need to understand not only the combinations of functions (at least 
one of which contains the ‘logical’ constant ‘is an expert in’) that 
do  appear  frequently,  but  understand  why  other  combinations  do 
not,  and  perhaps  understand  which  combinations  ought  to  appear 
more (or less) frequently given our desire not merely for argumen-
tative success, but rationally persuasive arguments.
One could define classes of arguments in terms of these propo-
sitional functions.
For example, an argument from expert opinion 
could be the class of arguments involving ‘X is an expert in Z’ (or 
perhaps involving it essentially).",sentences_538-548,"text, paragraph",735,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,115,"Similarly, conditional arguments 
would be arguments involving (or involving essentially) the prop-
ositional function ‘If X, then Y.
’ But I doubt the resulting classes 
would  be  very  theoretically  interesting.
On  the  one  hand,  there 
would  be  plenty  of  overlap  between  classes—any  argument  in-
volving ‘X is an expert in Z’ will be transformable into a defeasi-
ble  modus  ponens  form,  so  such  transformed  arguments  will  be 
both  conditional  arguments  and  expert  opinion  arguments.
Also, 
such classes are likely to be extremely heterogenous groupings of 
arguments.
For example, some conditional arguments will be good 
and  some  will  be  bad  and  some  will  be  valid,  i.",sentences_543-553,"text, paragraph",720,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,116,"those  also  in-
volving ‘X’ getting us to ‘Y’ or ‘not Y’ getting us to ‘not X,’ and 
some  will  not  be  generally  valid,  i.
those  also  involving  ‘Y’ 
getting us to ‘X,’ or ‘not X’ getting us to ‘not Y,’ or ‘Z’ getting us 
to  whatever.
Some  will  be  indicative  conditionals,  some  will  be 
subjunctive conditionals, some will be counterfactuals, and so on.
A simple theory of argument schemes  573 
 

© G.
Informal Logic, Vol.
4 (2021), pp.
Hence, the class of conditional arguments will be too heterogenous 
to be theoretically significant.
Of  course,  some  combinations  of  various  propositional  func-
tions  may  appear  enough  in  our  argumentation  that  they  get  spe-
cial names, such as modus ponens or argument from sign, etc.",sentences_551-561,"text, paragraph",794,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,117,"But 
to  understand  why  those  combinations  may  appear  more  than 
others we probably have to understand the argumentative force of 
the component propositional functions and how they interact with 
not just the other propositional functions in the combination under 
examination, but how they interact with other propositional func-
tions  that  could  have  been  used  but  were  not.
The  mistake  is  to 
think  that  just  because  there  are  more  prevalent  combinations  of 
propositional functions, there must be a theoretically useful under-
lying structure of types of arguments.",sentences_553-563,"text, paragraph",597,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,118,"Rather we should expect our 
desire to demarcate good from bad arguments in various contexts 
to  itself  generate  clusters  of  combinations  of  functions  that  are 
more  likely  to  be  used  (because  they  are  good  or  successful  or 
because they are easily confused with clusters that are good).
But 
just as formal logic is interested in demarcating the good and bad 
interactions of such connectives as ‘or,’ ‘not,’ and ‘if, then,’ so too 
should we expect more general argumentation studies to be inter-
ested in demarcating the good and bad interactions of ‘expertise,’ 
and  ‘saying,’  and  perhaps  a  strong  emotion  such  as  ‘hatred’  in 
making inferences about what is said more or less reasonable.",sentences_555-565,"text, paragraph",746,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,119,"The 
advantage formal logic has is that, classically at least, the connec-
tives  are  inter-definable,  so  it  is  easy  to  generate  a  finite  set  of 
valid  forms  that  can  be  used  to  determine  validity/invalidity  for 
any  target  argument  (at  least  relative  to  the  chosen  formal  struc-
ture).
The typical ‘constants’ of most defeasible schemes, howev-
er, are not inter-definable, and so, given the sheer number, a func-
tion of the combinatorial power of our languages, of such potential 
constants,  we  should  not  be  surprised  that  we  cannot  generate  a 
manageable set of defeasible forms from such functions, if at all.",sentences_557-567,"text, paragraph",659,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,120,"To  sum  up:  Specific  focus  on  particular  schemes,  is  perhaps 
better  construed  as  attempts  to  understand  the  argumenta-
tive/inferential  force  of  very  particular  ‘argumentative  constants’ 
such as ‘is an expert in’ or ‘has very strong emotion… towards…’ 
or  ‘if  …,  then  …’  etc.
,  through  in-depth  analyses  of  how  those 

574  Goddu   

© G.
Informal Logic, Vol.
4 (2021), pp.
functions  interact  with  other  functions  and  the  preconditions  or 
scope  of  application  of  those  functions  for  generating  acceptable 
inferences.",sentences_562-572,"text, table",593,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,121,"Refocusing  on  particular  propositional  functions  will 
not  generate  any  of  the  outcomes  desired  of  schemes,  such  as 
providing a taxonomy of arguments or helping with the so-called 
problem of enthymemes,18 since the sheer number of possibilities 
involved  in  argumentation  and  the  expressive  power  of  our  lan-
guage likely precludes ever achieving such outcomes.",sentences_563-573,"text, paragraph",387,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,122,"At the same 
time, facility with (i) recognizing crucial functions, (ii) the interac-
tions  amongst  propositional  functions,  (iii)  the  conditions  needed 
for acceptable instances of functions in various contexts19 and (iv) 
the  resulting  inferential  strengths  and  weaknesses,  without  trying 
to  force  every  argument  to  fit  into  a  theoretically  dubious  set  of 
argument  schemes,  can  be  useful  in  the  evaluation  of  arguments 
and  the  invention  of  one’s  own  (hopefully  stronger)  arguments.
More  generally,  focusing  on  propositional  functions  rather  than 
schemes makes one more open to alternative combinations of such 
functions  rather  than  trying  to  subsume  every  argument  into  a 
fixed set of schemes.",sentences_565-575,"text, table",761,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,123,"Conclusion 

Despite  significant  and  important  analyses  of  many  particular 
schemes, which I interpret as attempts to understand the argumen-
tative force of such propositional functions as ‘X is an expert in Z’ 
or  ‘A  is  a  sign  of  B’  or  ‘Act  X  has  value  Y,’  etc.
,  there  has  been 
little  success  in  generating  an  acceptable  underlying  theory  of 
argumentation  schemes.
T1  or  T2  are  both  simple  and  elegant 
theories  of  the  nature  of  argument  schemes  that  encompass  all 
identified schemes in the literature and all logical forms and many 
more potential schemes besides.",sentences_568-578,"text, table",631,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,124,"One  consequence  of  T1’s  or  T2’s  power  to  capture  all  these 
schemes  in  a  simple  way,  however,  is  a  tremendous  proliferation 

 
18 A or B, so A—what is the missing function?  ‘Not B’.
You sure?  Why not ‘If 
B, then A’ or ‘If A or B, then A,’ or ‘The probability of B is less than one in a 
trillion,’ or…   
19 I suspect that at least some critical questions are trying to point toward ade-
quacy conditions for acceptable uses of particular propositional functions.
A simple theory of argument schemes  575 
 

© G.
Informal Logic, Vol.
4 (2021), pp.
in  the  number  of  potential  schemes.
Given  the  sheer  number  of 
potential arguments we should not be surprised by the sheer num-
ber  of  schemes.",sentences_575-585,"text, table",751,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,125,"Unfortunately,  the  number  of  schemes  given  by 
T1  or  T2  precludes  schemes  from  fulfilling  any  of  the  outcomes 
theorists  have  hoped  to  gain  from  schemes,  such  as  providing  a 
manageable taxonomy of arguments, aiding in enthymeme recon-
struction,  evaluating  or  generating  arguments,  or  describing  par-
ticular sub-groups’ reasoning processes.
Indeed, if no other poten-
tial  theoretical  benefits  from  T1  or  T2  are  forthcoming,  an  even 
more radical consequence is that argumentation schemes are gen-
erally theoretically irrelevant.",sentences_577-587,"text, paragraph",577,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,126,"To avoid that result, the onus is on 
defenders  of  argument  schemes  to  provide  an  account  of  their 
nature  that  could  be  part  of  a  general,  non-arbitrary,  theory  of 
schemes and yet still gives them a theoretically significant role to 
play.
Failing that, should we then abandon T1 or T2? No.
We should 
abandon the attempt to achieve the desired outcomes, if they really 
are  desired,  via  a  theory  of  schemes.
Perhaps  some  of  those  out-
comes  can  be  achieved  via  other  means.",sentences_581-591,"text, paragraph",511,2025-06-27T17:22:34.286922+00:00
0dbf182b-1320-4076-a9e4-c79fc6937cc7,2.1+Goddu+(539-578)+-+REVIEW1.pdf,127,"For  example,  nothing  I 
have  said  here  precludes  the  possibility  of  appealing  to  various 
scheme  independent  principles  to  try  to  generate  a  taxonomy  of 
arguments—whether any such taxonomy would be both managea-
ble and theoretically significant remains to be seen.
What has the long standing attempt to generalize and schema-
tize  arguments  gained  us?  A  much  better  understanding  of  the 
argumentative  force  of  various  ‘constants’  such  as  ‘is  a  sign  of,’ 
‘is an expert in,’ ‘or,’ and so on, both in various combinations and 
in  interaction  with  each  other.",sentences_583-593,"text, paragraph",621,2025-06-27T17:22:34.286922+00:00
